Agency,Component,Year,Affirmed,Part Affirmed,Complete Reversed,Other Reason,Total Appeal Disposition,
US RRB,US RRB,2015,0,0,0,0,0
FMSHRC,FMSHRC,2015,0,0,0,0,0
USIBWC,USIBWC,2015,0,1,0,0,1
FCSIC,FCSIC,2015,0,0,0,0,0
FMC,FMC,2015,0,0,0,0,0
FFIEC,FFIEC,2015,0,0,0,1,1
CNCS,CNCS,2015,0,0,0,0,0
MCC,MCC,2015,0,0,0,0,0
PRC,PRC,2015,0,0,0,0,0
CEQ,CEQ,2015,0,1,0,0,1
USCCR,USCCR,2015,0,0,0,0,0
ABMC,ABMC,2015,0,0,0,0,0
NTSB,NTSB,2015,0,2,1,4,7
ONHIR,ONHIR,2015,0,0,0,0,0
NEA,NEA,2015,0,0,0,0,0
SSS,SSS,2015,0,0,0,0,0
NCPC,NCPC,2015,0,0,0,0,0
USTDA,USTDA,2015,0,0,0,0,0
NSF,NSF,2015,0,2,1,1,4
OSHRC,OSHRC,2015,0,0,0,0,0
OPIC,OPIC,2015,0,1,0,0,1
US ADF,US ADF,2015,0,0,0,0,0
ONDCP,ONDCP,2015,0,0,0,0,0
FMCS,FMCS,2015,0,0,0,0,0
IAF,IAF,2015,0,0,0,0,0
NRPC,NRPC,2015,0,0,2,1,3
NMB,NMB,2015,0,0,0,0,0
CSOSA,CSOSA,2015,0,0,0,0,0
CPPBSD,CPPBSD,2015,0,0,0,0,0
CIGIE,CIGIE,2015,0,0,0,0,0
CO,CO,2015,0,0,0,0,0
CSB,CSB,2015,0,0,0,0,0
SIGAR,SIGAR,2015,0,0,0,0,0
DNFSB,DNFSB,2015,0,0,1,0,1
STB,STB,2015,1,0,1,0,2
IMLS,IMLS,2015,1,0,0,0,1
FHFA,FHFA,2015,1,0,3,4,8
LSC,LSC,2015,1,0,0,0,1
USAB,USAB,2015,1,0,0,0,1
OGE,OGE,2015,1,5,0,0,6
AFRH,AFRH,2015,1,0,1,0,2
FCA,FCA,2015,1,0,0,0,1
NEH,NEH,2015,1,0,0,0,1
FRTIB,FRTIB,2015,1,1,0,0,2
FOMC,FOMC,2015,1,0,0,0,1
USITC,USITC,2015,2,2,0,0,4
NIGC,NIGC,2015,2,0,0,0,2
NCUA,NCUA,2015,2,2,0,0,4
FEC,FEC,2015,2,1,1,0,4
USTR,USTR,2015,2,3,0,0,5
PCLOB,PCLOB,2015,2,1,0,0,3
NARA,NARA,2015,2,1,2,22,27
MSPB,MSPB,2015,3,1,0,1,5
FCC,FCC,2015,3,0,0,6,9
OSC,OSC,2015,3,2,0,2,7
FLRA,FLRA,2015,3,0,0,1,4
OMB,OMB,2015,3,0,0,0,3
BBG,BBG,2015,3,0,0,0,3
ACUS,ACUS,2015,3,0,0,0,3
ODNI,ODNI,2015,3,3,0,15,21
OPM,OPM,2015,4,4,2,10,20
USAID,USAID,2015,4,9,4,12,29
PC,PC,2015,4,1,0,4,9
FERC,FERC,2015,5,3,1,3,12
OSTP,OSTP,2015,5,1,0,0,6
Ex-Im Bank,Ex-Im Bank,2015,5,0,1,0,6
PBGC,PBGC,2015,6,3,3,6,18
TVA,TVA,2015,7,0,0,0,7
CFTC,CFTC,2015,8,1,2,4,15
SBA,SBA,2015,9,2,5,2,18
NLRB,NLRB,2015,11,5,3,5,24
U.S. CPSC,U.S. CPSC,2015,11,4,1,3,19
NASA,NASA,2015,13,8,2,4,27
U.S. DOL,U.S. DOL,2015,14,12,84,187,297
FRB,FRB,2015,14,3,0,1,18
FDIC,FDIC,2015,15,2,2,2,21
HUD,HUD,2015,17,7,6,8,38
CFPB,CFPB,2015,18,7,4,0,29
GSA,GSA,2015,22,9,0,6,37
USNRC,USNRC,2015,23,13,5,29,70
FTC,FTC,2015,23,9,5,0,37
DOI,DOI,2015,25,16,96,84,221
USDA,USDA,2015,31,48,22,70,171
ED,ED,2015,32,15,10,6,63
DOE,DOE,2015,42,4,4,25,75
DOC,DOC,2015,48,9,0,7,64
DOT,DOT,2015,60,29,52,14,155
HHS,HHS,2015,64,26,5,187,282
EPA,EPA,2015,77,27,18,106,228
State,State,2015,92,6,13,7,118
USPS,USPS,2015,95,51,54,28,228
VA,VA,2015,106,16,10,245,377
CIA,CIA,2015,116,46,0,99,261
SSA,SSA,2015,120,33,119,0,272
EEOC,EEOC,2015,161,51,56,7,275
DoD,DoD,2015,263,171,179,390,1003
Treasury,Treasury,2015,283,10,10,24,327
SEC,SEC,2015,369,29,65,42,505
DHS,DHS,2015,1353,1027,1330,924,4634
DOJ,DOJ,2015,2469,199,367,1074,4109
