Agency,Component,Year,Affirmed,Part Affirmed,Complete Reversed,Other Reason,Total Appeal Disposition,
USITC,USITC,2012,0,0,0,0,0
FMSHRC,FMSHRC,2012,0,0,0,0,0
USIBWC,USIBWC,2012,0,0,0,0,0
FCSIC,FCSIC,2012,0,0,0,0,0
FMC,FMC,2012,0,0,0,0,0
CNCS,CNCS,2012,0,1,0,0,1
STB,STB,2012,0,0,0,0,0
NIGC,NIGC,2012,0,0,0,0,0
IMLS,IMLS,2012,0,0,0,0,0
PRC,PRC,2012,0,0,0,0,0
SIGIR,SIGIR,2012,0,1,0,0,1
CEQ,CEQ,2012,0,1,0,0,1
USCCR,USCCR,2012,0,0,0,0,0
ABMC,ABMC,2012,0,0,0,0,0
ONHIR,ONHIR,2012,0,0,0,0,0
SSS,SSS,2012,0,0,0,0,0
FLRA,FLRA,2012,0,2,0,0,2
USTDA,USTDA,2012,0,0,0,0,0
USTR,USTR,2012,0,1,0,0,1
OSHRC,OSHRC,2012,0,0,0,0,0
US ADF,US ADF,2012,0,0,0,0,0
ONDCP,ONDCP,2012,0,0,0,0,0
AFRH,AFRH,2012,0,0,0,0,0
RATB,RATB,2012,0,1,0,0,1
FCA,FCA,2012,0,0,0,0,0
IAF,IAF,2012,0,0,0,0,0
NMB,NMB,2012,0,0,0,0,0
CPPBSD,CPPBSD,2012,0,0,0,0,0
ACUS,ACUS,2012,0,0,0,0,0
CIGIE,CIGIE,2012,0,1,0,0,1
FRTIB,FRTIB,2012,0,0,0,0,0
CO,CO,2012,0,0,0,0,0
SIGAR,SIGAR,2012,0,0,0,0,0
DNFSB,DNFSB,2012,0,0,0,0,0
Ex-Im Bank,Ex-Im Bank,2012,0,0,0,0,0
FFIEC,FFIEC,2012,1,0,0,0,1
MCC,MCC,2012,1,0,0,0,1
LSC,LSC,2012,1,1,0,0,2
NEA,NEA,2012,1,0,0,0,1
BBG,BBG,2012,1,0,3,0,4
FMCS,FMCS,2012,1,0,0,0,1
NRPC,NRPC,2012,1,0,0,2,3
FOMC,FOMC,2012,1,0,0,0,1
CFTC,CFTC,2012,1,1,1,0,3
CSB,CSB,2012,1,0,0,0,1
US RRB,US RRB,2012,2,0,0,0,2
NCPC,NCPC,2012,2,0,0,0,2
NEH,NEH,2012,2,0,0,0,2
CSOSA,CSOSA,2012,2,0,0,0,2
USAID,USAID,2012,3,0,0,2,5
FEC,FEC,2012,3,0,0,1,4
OSC,OSC,2012,3,2,1,0,6
NTSB,NTSB,2012,3,0,4,0,7
FRB,FRB,2012,3,12,0,3,18
FERC,FERC,2012,4,0,0,1,5
USNRC,USNRC,2012,4,1,4,1,10
OPIC,OPIC,2012,4,0,0,0,4
OGE,OGE,2012,4,0,0,0,4
NCUA,NCUA,2012,5,2,1,0,8
OSTP,OSTP,2012,5,3,0,0,8
ODNI,ODNI,2012,5,1,0,6,12
PBGC,PBGC,2012,6,2,0,0,8
TVA,TVA,2012,6,0,0,0,6
NSF,NSF,2012,6,5,1,0,12
SBA,SBA,2012,7,8,3,4,22
FHFA,FHFA,2012,7,3,0,1,11
PC,PC,2012,7,1,1,2,11
OMB,OMB,2012,7,6,1,3,17
FCC,FCC,2012,9,5,1,8,23
OPM,OPM,2012,12,7,2,13,34
MSPB,MSPB,2012,12,4,5,1,22
GSA,GSA,2012,13,7,1,7,28
NASA,NASA,2012,13,8,2,1,24
U.S. CPSC,U.S. CPSC,2012,14,5,0,0,19
DOC,DOC,2012,15,33,28,20,96
FTC,FTC,2012,17,6,5,4,32
ED,ED,2012,18,7,4,5,34
U.S. DOL,U.S. DOL,2012,19,54,79,202,354
DOI,DOI,2012,23,13,105,84,225
HUD,HUD,2012,25,9,14,5,53
FDIC,FDIC,2012,28,6,1,5,40
DOE,DOE,2012,34,7,12,20,73
DOT,DOT,2012,40,33,53,47,173
NLRB,NLRB,2012,41,10,1,2,54
USDA,USDA,2012,45,45,26,64,180
NARA,NARA,2012,45,6,9,0,60
USPS,USPS,2012,46,18,31,44,139
State,State,2012,61,52,15,2,130
VA,VA,2012,64,42,20,227,353
SEC,SEC,2012,69,6,28,18,121
HHS,HHS,2012,81,24,13,127,245
EPA,EPA,2012,97,45,36,68,246
CIA,CIA,2012,163,19,6,114,302
EEOC,EEOC,2012,215,112,53,0,380
Treasury,Treasury,2012,239,43,16,13,311
SSA,SSA,2012,394,72,378,0,844
DoD,DoD,2012,419,148,68,445,1080
DHS,DHS,2012,911,810,390,379,2490
DOJ,DOJ,2012,1976,180,387,869,3412
