Agency,Component,Year,Affirmed,Part Affirmed,Complete Reversed,Other Reason,Total Appeal Disposition,
USITC,USITC,2013,0,0,0,0,0
FMSHRC,FMSHRC,2013,0,1,0,0,1
USIBWC,USIBWC,2013,0,0,0,0,0
FCSIC,FCSIC,2013,0,0,0,0,0
FMC,FMC,2013,0,0,0,0,0
FFIEC,FFIEC,2013,0,0,0,0,0
CNCS,CNCS,2013,0,0,0,1,1
STB,STB,2013,0,0,0,0,0
FEC,FEC,2013,0,0,0,1,1
MCC,MCC,2013,0,1,0,0,1
PRC,PRC,2013,0,0,0,0,0
USCCR,USCCR,2013,0,0,0,0,0
ABMC,ABMC,2013,0,0,0,0,0
NTSB,NTSB,2013,0,2,0,2,4
ONHIR,ONHIR,2013,0,0,0,0,0
NEA,NEA,2013,0,0,0,1,1
SSS,SSS,2013,0,0,0,0,0
NCPC,NCPC,2013,0,0,0,0,0
USTR,USTR,2013,0,2,0,0,2
OSHRC,OSHRC,2013,0,0,0,0,0
OPIC,OPIC,2013,0,0,1,0,1
US ADF,US ADF,2013,0,0,0,0,0
ONDCP,ONDCP,2013,0,0,0,0,0
AFRH,AFRH,2013,0,0,0,0,0
RATB,RATB,2013,0,1,0,0,1
IAF,IAF,2013,0,0,0,0,0
NRPC,NRPC,2013,0,1,1,0,2
NMB,NMB,2013,0,0,0,0,0
NEH,NEH,2013,0,0,0,0,0
CSOSA,CSOSA,2013,0,0,0,0,0
CPPBSD,CPPBSD,2013,0,0,0,0,0
ACUS,ACUS,2013,0,0,0,0,0
FRTIB,FRTIB,2013,0,1,0,0,1
FOMC,FOMC,2013,0,0,0,0,0
CO,CO,2013,0,0,0,0,0
CSB,CSB,2013,0,0,0,0,0
SIGAR,SIGAR,2013,0,0,0,1,1
DNFSB,DNFSB,2013,0,0,0,0,0
NIGC,NIGC,2013,1,1,1,0,3
IMLS,IMLS,2013,1,0,0,0,1
LSC,LSC,2013,1,0,0,0,1
CEQ,CEQ,2013,1,0,0,0,1
USTDA,USTDA,2013,1,0,0,0,1
OGE,OGE,2013,1,0,1,0,2
FMCS,FMCS,2013,1,0,0,0,1
FCA,FCA,2013,1,0,0,0,1
CIGIE,CIGIE,2013,1,1,0,1,3
Ex-Im Bank,Ex-Im Bank,2013,1,1,0,0,2
US RRB,US RRB,2013,2,0,0,0,2
PC,PC,2013,2,2,0,2,6
PBGC,PBGC,2013,2,1,0,0,3
BBG,BBG,2013,2,0,0,0,2
NCUA,NCUA,2013,3,2,0,0,5
OSTP,OSTP,2013,3,0,1,1,5
FLRA,FLRA,2013,3,0,0,0,3
NSF,NSF,2013,3,0,1,0,4
SBA,SBA,2013,4,3,5,0,12
OMB,OMB,2013,4,0,0,0,4
FTC,FTC,2013,4,5,5,12,26
CFTC,CFTC,2013,4,0,1,1,6
FHFA,FHFA,2013,5,6,0,2,13
USNRC,USNRC,2013,5,2,3,5,15
MSPB,MSPB,2013,6,4,2,6,18
FERC,FERC,2013,6,4,1,1,12
OSC,OSC,2013,6,1,1,0,8
TVA,TVA,2013,6,1,0,2,9
USAID,USAID,2013,8,8,6,3,25
FCC,FCC,2013,8,0,0,8,16
NASA,NASA,2013,8,5,2,1,16
U.S. CPSC,U.S. CPSC,2013,8,4,0,0,12
ED,ED,2013,10,4,2,4,20
U.S. DOL,U.S. DOL,2013,11,55,85,242,393
ODNI,ODNI,2013,11,0,1,11,23
CFPB,CFPB,2013,12,3,3,2,20
GSA,GSA,2013,13,8,0,2,23
NLRB,NLRB,2013,14,11,1,0,26
FRB,FRB,2013,20,10,0,7,37
FDIC,FDIC,2013,23,8,1,2,34
OPM,OPM,2013,26,6,5,2,39
HUD,HUD,2013,30,7,10,0,47
DOC,DOC,2013,36,22,6,12,76
DOT,DOT,2013,37,26,50,17,130
NARA,NARA,2013,39,13,5,6,63
DOE,DOE,2013,42,15,6,17,80
DOI,DOI,2013,43,7,41,86,177
VA,VA,2013,49,24,5,165,243
USPS,USPS,2013,49,21,39,22,131
USDA,USDA,2013,64,58,29,45,196
HHS,HHS,2013,67,19,27,168,281
SEC,SEC,2013,88,12,22,27,149
EEOC,EEOC,2013,159,76,56,0,291
EPA,EPA,2013,160,0,0,24,184
SSA,SSA,2013,178,54,227,0,459
State,State,2013,208,86,27,49,370
CIA,CIA,2013,223,29,4,104,360
Treasury,Treasury,2013,293,34,7,12,346
DoD,DoD,2013,428,169,99,449,1145
DHS,DHS,2013,882,950,693,521,3046
DOJ,DOJ,2013,2050,125,359,864,3398
